54.36.148.112 - - [31/Jan/2023:16:19:13 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
76.134.180.28 - - [09/Feb/2023:08:57:28 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15" "www.forgive490.com"
76.134.180.28 - - [09/Feb/2023:08:57:28 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15" "www.forgive490.com"
76.134.180.28 - - [09/Feb/2023:08:57:29 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15" "www.forgive490.com"
76.134.180.28 - - [09/Feb/2023:08:57:58 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 200 191698 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15" "www.forgive490.com"
65.108.203.159 - - [09/Feb/2023:09:01:20 -0800] "GET /robots.txt HTTP/1.1" 200 41 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "www.forgive490.com"
65.108.203.159 - - [09/Feb/2023:09:01:39 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "www.forgive490.com"
194.38.20.161 - - [09/Feb/2023:09:03:23 -0800] "GET /components/com_jbcatalog/libraries/jsupload/server/php/index.php?file=tf2rghf.jpg HTTP/1.1" 404 73 "-" "ALittle Client" "forgive490.com"
193.235.141.156 - - [09/Feb/2023:09:08:32 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "forgive490.com"
193.235.141.156 - - [09/Feb/2023:09:08:33 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "forgive490.com"
34.219.242.13 - - [09/Feb/2023:09:16:44 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.92.19.21 - - [09/Feb/2023:09:17:23 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.91.18.127 - - [09/Feb/2023:09:18:02 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "http://forgive490.com/favicon.ico" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.91.18.127 - - [09/Feb/2023:09:18:03 -0800] "GET / HTTP/1.1" 200 5836 "http://forgive490.com" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:51 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.ravelry.com/" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:52 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:25:58 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:34:24 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.ravelry.com/" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
73.238.180.83 - - [09/Feb/2023:09:34:47 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 200 191698 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:58 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.allfreeknitting.com/" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:38:59 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:39:00 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:39:00 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
137.118.93.165 - - [09/Feb/2023:09:39:07 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.112 Mobile/15E148 Safari/604.1" "www.forgive490.com"
119.18.52.177 - - [09/Feb/2023:09:41:34 -0800] "GET /wp-login.php HTTP/1.1" 404 88 "http://www.forgive490.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96" "www.forgive490.com"
35.83.39.174 - - [09/Feb/2023:10:01:03 -0800] "HEAD / HTTP/1.1" 200 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36" "forgive490.com"
52.167.144.90 - - [09/Feb/2023:10:19:00 -0800] "GET /sitemap.xml HTTP/1.1" 200 170 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
54.236.1.13 - - [09/Feb/2023:10:19:06 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; Pinterestbot/1.0; +http://www.pinterest.com/bot.html)" "forgive490.com"
54.236.1.13 - - [09/Feb/2023:10:19:07 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; Pinterestbot/1.0; +http://www.pinterest.com/bot.html)" "forgive490.com"
54.236.1.11 - - [09/Feb/2023:10:19:13 -0800] "GET /bible/whatis.html HTTP/1.1" 200 3444 "-" "Mozilla/5.0 (compatible; Pinterestbot/1.0; +http://www.pinterest.com/bot.html)" "forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:21 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:22 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:24 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:25 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
54.236.1.11 - - [09/Feb/2023:10:19:27 -0800] "GET /bible/img/image2.jpg HTTP/1.1" 200 88118 "-" "Mozilla/5.0 (compatible; Pinterestbot/1.0; +http://www.pinterest.com/bot.html)" "forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:43 -0800] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8613.3.9.0.16 CFNetwork/1335.0.3 Darwin/21.6.0" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:43 -0800] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 88 "-" "MobileSafari/8613.3.9.0.16 CFNetwork/1335.0.3 Darwin/21.6.0" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:43 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:44 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8613.3.9.0.16 CFNetwork/1335.0.3 Darwin/21.6.0" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:19:44 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 88 "-" "MobileSafari/8613.3.9.0.16 CFNetwork/1335.0.3 Darwin/21.6.0" "www.forgive490.com"
163.53.210.181 - - [09/Feb/2023:10:20:58 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 200 191698 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15" "www.forgive490.com"
51.222.253.2 - - [09/Feb/2023:10:25:10 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
76.134.180.28 - - [09/Feb/2023:10:26:40 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15" "www.forgive490.com"
52.167.144.40 - - [09/Feb/2023:10:34:12 -0800] "GET /sitemap.xml HTTP/1.1" 200 170 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
187.250.182.104 - - [09/Feb/2023:10:39:39 -0800] "GET /biblia-es/img/MenAndWomen.jpg HTTP/1.1" 200 4684 "https://mx.images.search.yahoo.com/search/images;_ylt=AwrO8nvbPeVjx3cz7YjF8Qt.?ei=UTF-8&type=E210MX91215G0&fr=mcafee&fr2=sp-qrw-corr-top&norw=1&p=naci%C3%B3n+de+israel+antiguo+testamento" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36" "forgive490.com"
42.83.147.34 - - [09/Feb/2023:10:57:42 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36" "forgive490.com"
52.167.144.90 - - [09/Feb/2023:11:03:24 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:47 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.allfreeknitting.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:48 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
24.189.117.31 - - [09/Feb/2023:11:03:51 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:21 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.ravelry.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
104.220.154.45 - - [09/Feb/2023:11:30:22 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/16.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]" "www.forgive490.com"
